file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,extra_sounds_train,parent_label_train,segment_label_train,noisy_train,Notes_train
i3jp22c6gua71_processed_75,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,2,0,Karen sounds distressed.
i3jp22c6gua71_processed_76,i3jp22c6gua71,85,6,"Background music, chatter, screaming",3,3,0,Karen is evidently distressed.
i3jp22c6gua71_processed_78,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,Karen sounds distressed.
i3jp22c6gua71_processed_79,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_80,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_81,i3jp22c6gua71,85,6,"Voice on radio, background music, chatter, wailing",3,1,0,The woman is aggressive and raises her voice.
i3jp22c6gua71_processed_82,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman is aggressive and raises her voice.
i3jp22c6gua71_processed_83,i3jp22c6gua71,85,6,"Background music, chatter, wailing, crying",3,2,0,Karen sounds distressed.
i3jp22c6gua71_processed_84,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,3,0,Karen is distressed and is essentially screaming
i3ord576y6h61_processed_1,i3ord576y6h61,3,3,"Metallic sound, man feeling pain",3,3,0,One of the men sounds very aggressive and threatening.
i3ord576y6h61_processed_2,i3ord576y6h61,3,3,,3,0,0,No aggression heard in the audio file.
i5es1l4jvlk51_processed_0,i5es1l4jvlk51,6,0,"Loud music, whistle blowing",0,0,1,No aggression heard in the audio file.
i5es1l4jvlk51_processed_1,i5es1l4jvlk51,6,0,Loud music.,0,0,1,No aggression heard in the audio file.
i5es1l4jvlk51_processed_2,i5es1l4jvlk51,6,0,Loud music.,0,0,1,No aggression heard in the audio file.
i5es1l4jvlk51_processed_3,i5es1l4jvlk51,6,0,Loud music.,0,0,1,No aggression heard in the audio file.
i5es1l4jvlk51_processed_4,i5es1l4jvlk51,6,0,Loud music.,0,0,1,No aggression heard in the audio file.
i5es1l4jvlk51_processed_5,i5es1l4jvlk51,6,0,"Loud music, whistle blowing.",0,0,1,No aggression heard in the audio file.
i7dqk9jzlss51_processed_0,i7dqk9jzlss51,5,3,"Laughing, background chatter",0,0,0,No aggression heard in the audio file.
i7dqk9jzlss51_processed_1,i7dqk9jzlss51,5,3,Background chatter.,0,0,0,"The people raise their voices, but in a cheerful manner."
i7dqk9jzlss51_processed_2,i7dqk9jzlss51,5,3,Background chatter,0,0,0,"The people raise their voices, but in a cheerful manner."
i7dqk9jzlss51_processed_3,i7dqk9jzlss51,5,3,"Background chatter, laughing",0,0,0,"The people raise their voices, but in a cheerful manner."
i7dqk9jzlss51_processed_4,i7dqk9jzlss51,5,3,Background chatter,0,0,0,No aggression heard in the audio file.
i8diucxaym671_processed_0,i8diucxaym671,1,0,Motor whirring,0,0,1,No aggression heard in the audio file.
iabuib3sl9i51_processed_0,iabuib3sl9i51,11,2,Truck idling,3,0,0,"The man does not raise his voice, but only seems to taunt the woman."
iabuib3sl9i51_processed_1,iabuib3sl9i51,11,2,Truck idling,3,2,0,The woman yells at the man aggressively.
iabuib3sl9i51_processed_2,iabuib3sl9i51,11,2,Truck idling,3,2,0,The woman is aggressive and threatens the man.
iabuib3sl9i51_processed_3,iabuib3sl9i51,11,2,Truck idling,3,3,0,The woman yells at the man aggressively.
iabuib3sl9i51_processed_4,iabuib3sl9i51,11,2,Truck idling,3,3,0,The woman is confrontational and yells at the man.
iabuib3sl9i51_processed_5,iabuib3sl9i51,11,2,Truck idling,3,2,0,The woman aggressively questions the man.
iabuib3sl9i51_processed_6,iabuib3sl9i51,11,2,Truck idling,3,3,0,The woman is very aggressive and yells at the man.
iabuib3sl9i51_processed_7,iabuib3sl9i51,11,2,Truck idling,3,2,0,The woman is aggressive toward the man.
iabuib3sl9i51_processed_8,iabuib3sl9i51,11,2,Truck idling,3,2,0,The woman is aggressive toward the man.
iabuib3sl9i51_processed_10,iabuib3sl9i51,11,2,Truck idling,3,1,0,The woman uses suggestive language in an abusive manner.
iajs1brhnge61_processed_0,iajs1brhnge61,13,3,Background chatter,3,2,0,The woman yells and is possibly distressed.
iajs1brhnge61_processed_1,iajs1brhnge61,13,3,Background chatter,3,2,0,The woman yells and is possibly distressed.
iajs1brhnge61_processed_2,iajs1brhnge61,13,3,"Background yelling, screaming",3,3,0,The woman is distressed and resorts to screaming.
iajs1brhnge61_processed_3,iajs1brhnge61,13,3,"Background yelling, screaming",3,3,0,Some people in the clip seem to be distressed and resort to screaming.
iajs1brhnge61_processed_4,iajs1brhnge61,13,3,"Background yelling, screaming",3,3,0,"Some people in the clip seem to be distressed, angry, and resort to screaming."
iajs1brhnge61_processed_5,iajs1brhnge61,13,3,"Background yelling, screaming, chatter",3,3,0,"Some people in the clip seem to be distressed, angry, and resort to screaming."
iajs1brhnge61_processed_6,iajs1brhnge61,13,3,"Background yelling, screaming, chatter",3,3,0,Some people seem to yell angrily. Some people are screaming.
iajs1brhnge61_processed_7,iajs1brhnge61,13,3,"Background yelling, chatter",3,3,0,Some people seem to yell angrily and aggressively.
iajs1brhnge61_processed_8,iajs1brhnge61,13,3,Background chatter,3,3,0,"The woman at the end of the clip begins to yell, possibly aggressively."
iajs1brhnge61_processed_9,iajs1brhnge61,13,3,"Background chatter, yelling, screaming",3,3,0,Some people in the clip are distressed and begin to scream.
iajs1brhnge61_processed_10,iajs1brhnge61,13,3,"Background chatter, yelling, screaming",3,3,0,Some people are yelling angrily and aggressively. Some people are screaming.
iajs1brhnge61_processed_11,iajs1brhnge61,13,3,"Background chatter, yelling",3,3,0,Some people are yelling angrily and aggressively.
iajs1brhnge61_processed_12,iajs1brhnge61,13,3,"Background chatter, yelling",3,3,0,Some people are yelling aggressively and angrily.
iaws68pulnl51_processed_0,iaws68pulnl51,5,2,Train passing,1,1,0,The man uses suggestive and aggressive language.
iaws68pulnl51_processed_1,iaws68pulnl51,5,2,Train passing,1,0,0,No aggression heard in the audio file.
iaws68pulnl51_processed_2,iaws68pulnl51,5,2,,1,0,0,No aggression heard in the audio file.
iaws68pulnl51_processed_3,iaws68pulnl51,5,3,,1,0,0,"The man uses suggestive language, but does not appeapr to be aggressive."
iaws68pulnl51_processed_4,iaws68pulnl51,5,3,laughing,1,0,0,No aggression heard in the audio file.
id9r7h75upx61_processed_0,id9r7h75upx61,3,3,,2,2,0,The woman sounds aggressive
id9r7h75upx61_processed_1,id9r7h75upx61,3,3,,2,2,0,The woman sounds distressed. The men are rude and use abusive language
id9r7h75upx61_processed_2,id9r7h75upx61,3,3,,2,2,0,The men are rude and use abusive language.
ifh1kutiypb61_processed_0,ifh1kutiypb61,6,1,Background music,0,0,0,No aggression heard in the audio file.
ifh1kutiypb61_processed_1,ifh1kutiypb61,6,1,"Background music, high-pitched screech",0,0,0,No aggression heard in the audio file.
ifh1kutiypb61_processed_2,ifh1kutiypb61,6,1,"Background music, chatter, high-pitched screech",0,0,0,No aggression heard in the audio file.
ifh1kutiypb61_processed_3,ifh1kutiypb61,6,1,"Background music, chatter, high-pitched screech",0,0,0,No aggression heard in the audio file.
ifh1kutiypb61_processed_4,ifh1kutiypb61,6,1,"Background music, crowd cheering",0,0,0,No aggression heard in the audio file.
ifh1kutiypb61_processed_5,ifh1kutiypb61,6,1,"Background music, crowd cheering",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_0,igyp8zm15tq51,6,1,"Recorder playing, singing",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_1,igyp8zm15tq51,6,1,"Recorder playing, talking, crowd singing",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_2,igyp8zm15tq51,6,1,"Recorder playing, crowd singing",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_3,igyp8zm15tq51,6,1,"Recorder playing, crowd singing",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_4,igyp8zm15tq51,6,1,"Recorder playing, crowd singing",0,0,0,No aggression heard in the audio file.
igyp8zm15tq51_processed_5,igyp8zm15tq51,6,1,"Recorder playing, crowd singing",0,0,0,"A man starts to shout at the end, but he does not seem aggressive."
ihekya6ws4471_processed_0,ihekya6ws4471,58,4,"Strange noise, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_1,ihekya6ws4471,58,4,"Background music, static",2,1,0,The man confronts the woman with a raised voice.
ihekya6ws4471_processed_2,ihekya6ws4471,58,4,"static, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_3,ihekya6ws4471,58,4,"static, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_4,ihekya6ws4471,58,4,"static, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_5,ihekya6ws4471,58,4,"static, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_6,ihekya6ws4471,58,4,"static, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_7,ihekya6ws4471,58,4,"Static, cars passing, car alarm going off",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_8,ihekya6ws4471,58,4,"Static, cars passing, car alarm going off",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_9,ihekya6ws4471,58,4,"Static, cars passing, car alarm going off, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_10,ihekya6ws4471,58,4,"Static, cars passing, car alarm going off, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_11,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_12,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_13,ihekya6ws4471,58,4,"Static, car alarm going off, voice on radio.",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_14,ihekya6ws4471,58,4,"Background music, static, cars passing",2,1,0,The trooper is a little aggressive.
ihekya6ws4471_processed_15,ihekya6ws4471,58,4,"Static, cars passing, sirens wailing",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_16,ihekya6ws4471,58,4,"Static, cars passing, sirens wailing, tires skidding",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_17,ihekya6ws4471,58,4,"Static, background music",2,1,0,The trooper is a little aggressive.
ihekya6ws4471_processed_18,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_19,ihekya6ws4471,58,4,"Background music, cars passing",2,2,0,The woman yells at the trooper.
ihekya6ws4471_processed_20,ihekya6ws4471,58,4,cars passing,2,1,0,The woman sounds distressed.
ihekya6ws4471_processed_21,ihekya6ws4471,58,4,Sirens wailing,2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_22,ihekya6ws4471,58,4,"Cars passing, background music, car alarm going off",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_23,ihekya6ws4471,58,4,"Cars passing, car alarm going off, sirens wiling",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_24,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_25,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_26,ihekya6ws4471,58,4,"Background music, cars passing, sirens wailing",2,1,0,The trooper and the woman argue with each other.
ihekya6ws4471_processed_27,ihekya6ws4471,58,4,"Cars passing, voice on radio.",2,1,0,The woman sounds distressed.
ihekya6ws4471_processed_28,ihekya6ws4471,58,4,Cars passing,2,1,0,The woman sounds distressed.
ihekya6ws4471_processed_29,ihekya6ws4471,58,4,"Cars passing, sirens wailing",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_30,ihekya6ws4471,58,4,"Cars passing, sirens wailing",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_31,ihekya6ws4471,58,4,"Cars passing, sirens wailing, car alarm going off.",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_32,ihekya6ws4471,58,4,"Cars passing, car alarm going off, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_33,ihekya6ws4471,58,4,"Cars passing, sirens wailing",2,2,0,The woman is distressed.
ihekya6ws4471_processed_34,ihekya6ws4471,58,4,"Car alarm going off, sirens wailing.",2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_35,ihekya6ws4471,58,4,Sirens wailing,2,1,0,The trooper and the woman argue with each other.
ihekya6ws4471_processed_36,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_37,ihekya6ws4471,58,4,Cars passing,2,1,0,The woman sounds distressed
ihekya6ws4471_processed_38,ihekya6ws4471,58,4,"Cars passing, sirens wailing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_39,ihekya6ws4471,58,4,Cars passing,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_40,ihekya6ws4471,58,4,Cars passing,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_41,ihekya6ws4471,58,4,Cars passing,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_42,ihekya6ws4471,58,4,Cars passing,2,1,0,The woman raises her voice a little at the trooper
ihekya6ws4471_processed_43,ihekya6ws4471,58,4,"Cars passing, background music, sirens wailing",2,1,0,The woman raises her voice at the trooper.
ihekya6ws4471_processed_44,ihekya6ws4471,58,4,"Sirens wailing, cars passing, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_45,ihekya6ws4471,58,4,"Background music, car honking, vehicle accelerating, car honking",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_46,ihekya6ws4471,58,4,"car honking, tires screeching, sirens wailing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_47,ihekya6ws4471,58,4,"Sirens wailing,cars passing, car honking",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_48,ihekya6ws4471,58,4,"car alarm going off, cars passing",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_49,ihekya6ws4471,58,4,sirens wailing,2,1,0,The trooper raises his voice a little at the woman.
ihekya6ws4471_processed_50,ihekya6ws4471,58,4,"cars passing, car alarm going off",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_51,ihekya6ws4471,58,4,"Cars passing, background music.",2,1,0,The trooper raises his voice a little.
ihekya6ws4471_processed_52,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_53,ihekya6ws4471,58,4,Background music,2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_54,ihekya6ws4471,58,4,"Cars passing, voice on radio.",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_55,ihekya6ws4471,58,4,"Sirens wailing, background music",2,0,0,No aggression heard in the audio file.
ihekya6ws4471_processed_56,ihekya6ws4471,58,4,"Sirens wailing, cars passing",2,1,0,The trooper and the woman argue with each other.
ihekya6ws4471_processed_57,ihekya6ws4471,58,4,Cars passing,2,1,0,The trooper raises his voice at the woman
iighzau4ksj51_processed_0,iighzau4ksj51,4,2,,2,2,0,The man is yelling aggressively.
iighzau4ksj51_processed_1,iighzau4ksj51,4,2,,2,2,0,The man is yelling aggressively.
iighzau4ksj51_processed_2,iighzau4ksj51,4,2,,2,2,0,The man is yelling aggressively.
iighzau4ksj51_processed_3,iighzau4ksj51,4,2,,2,2,0,The man is yelling aggressively.
iistfrgw75j61_processed_1,iistfrgw75j61,6,2,,2,2,0,The man is aggressive and abusive in his language
iistfrgw75j61_processed_2,iistfrgw75j61,6,2,,2,2,0,The man is aggressive and abusive in his language
iistfrgw75j61_processed_3,iistfrgw75j61,6,2,,2,2,0,The man is aggressive and abusive in his language
iistfrgw75j61_processed_4,iistfrgw75j61,6,2,,2,2,0,The man is aggressive and abusive in his language
iistfrgw75j61_processed_5,iistfrgw75j61,6,2,,2,2,0,The man is aggressive and abusive in his language
ijmveiix4or61_processed_0,ijmveiix4or61,3,0,"Background music, laughing, joyful yelling",0,0,0,No aggression heard in the audio file.
ijmveiix4or61_processed_1,ijmveiix4or61,3,0,"Background music, laughing, joyful yelling",0,0,0,No aggression heard in the audio file.
ijmveiix4or61_processed_2,ijmveiix4or61,3,0,"Background music, laughing",0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_0,ikvsd8pjyhn51,7,5,,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_1,ikvsd8pjyhn51,7,5,clapping,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_2,ikvsd8pjyhn51,7,5,,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_3,ikvsd8pjyhn51,7,5,,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_4,ikvsd8pjyhn51,7,5,,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_5,ikvsd8pjyhn51,7,5,,0,0,0,No aggression heard in the audio file.
ikvsd8pjyhn51_processed_6,ikvsd8pjyhn51,7,5,clapping,0,0,0,No aggression heard in the audio file.
io3vkc3665a61_processed_0,io3vkc3665a61,2,0,"yelling, chanting",2,2,1,The crowd is yelling and may be aggressive
io3vkc3665a61_processed_1,io3vkc3665a61,2,0,"yelling, chanting",2,2,1,The crowd is yelling and may be aggressive
ipvbd5v6r9371_processed_0,ipvbd5v6r9371,40,1,,3,1,0,The man sounds aggressive and raises his voice
ipvbd5v6r9371_processed_1,ipvbd5v6r9371,40,1,,3,1,0,"The man raises his voice, is aggressive and uses abusive language"
ipvbd5v6r9371_processed_2,ipvbd5v6r9371,40,2,,3,2,0,The manis aggressive and yells at the other man
ipvbd5v6r9371_processed_3,ipvbd5v6r9371,40,2,,3,1,0,The man is aggressive
ipvbd5v6r9371_processed_4,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice and may seem a little aggressive
ipvbd5v6r9371_processed_5,ipvbd5v6r9371,40,2,wind blowing,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_6,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice and may seem a little aggressive
ipvbd5v6r9371_processed_7,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and uses abusive language. He yells at the other man
ipvbd5v6r9371_processed_8,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_9,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_10,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_11,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_12,ipvbd5v6r9371,40,2,chatter,3,2,0,The man yells aggressively
ipvbd5v6r9371_processed_13,ipvbd5v6r9371,40,2,objects hitting the ground,3,1,0,The man is raises his voice and is aggressive
ipvbd5v6r9371_processed_14,ipvbd5v6r9371,40,2,wind blowing,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_15,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice and is aggressive
ipvbd5v6r9371_processed_16,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice and is aggressive
ipvbd5v6r9371_processed_17,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells
ipvbd5v6r9371_processed_18,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells
ipvbd5v6r9371_processed_19,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_20,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells
ipvbd5v6r9371_processed_21,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells
ipvbd5v6r9371_processed_22,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_23,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_24,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_25,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells
ipvbd5v6r9371_processed_26,ipvbd5v6r9371,40,2,wind blowing,3,2,0,The man begins yelling aggressively
ipvbd5v6r9371_processed_27,ipvbd5v6r9371,40,2,wind blowing,3,2,0,The man yells aggressively and abusively
ipvbd5v6r9371_processed_28,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice aggressively.
ipvbd5v6r9371_processed_29,ipvbd5v6r9371,40,2,,3,2,0,The man yells at the other man aggressively
ipvbd5v6r9371_processed_30,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice and is aggressive
ipvbd5v6r9371_processed_31,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells at the other man
ipvbd5v6r9371_processed_32,ipvbd5v6r9371,40,2,,3,2,0,The man is aggressive and yells in an abusive manner at the other man
ipvbd5v6r9371_processed_34,ipvbd5v6r9371,40,2,,3,2,0,The man yells aggressively
ipvbd5v6r9371_processed_37,ipvbd5v6r9371,40,2,,3,2,0,The man yells at the other man in an aggressive manner
ipvbd5v6r9371_processed_38,ipvbd5v6r9371,40,2,"wind blowing, spitting",3,1,0,The man raises his voice in an aggressive manner towrd the other man
ipvbd5v6r9371_processed_39,ipvbd5v6r9371,40,2,,3,1,0,The man raises his voice towards the other man
iqcumcprlyn51_processed_0,iqcumcprlyn51,2,2,car honking,3,1,0,The woman  is aggressive and raises her voice
iqcumcprlyn51_processed_1,iqcumcprlyn51,2,2,car honking,3,3,0,The woman sounds threatening and yells in an abusive manner
iqt1om7tl9w61_processed_0,iqt1om7tl9w61,4,1,,0,0,0,No aggression heard in the audio file.
iqt1om7tl9w61_processed_1,iqt1om7tl9w61,4,1,,0,0,0,No aggression heard in the audio file.
iqt1om7tl9w61_processed_2,iqt1om7tl9w61,4,1,,0,0,0,No aggression heard in the audio file.
iqt1om7tl9w61_processed_3,iqt1om7tl9w61,4,1,,0,0,0,No aggression heard in the audio file.
ixcp01ei0j961_processed_0,ixcp01ei0j961,5,2,,3,2,0,The women are yelling at each other aggressively
ixcp01ei0j961_processed_1,ixcp01ei0j961,5,2,,3,2,0,The women are yelling at each other aggressively
ixcp01ei0j961_processed_2,ixcp01ei0j961,5,2,,3,3,0,The women are yelling at each other aggressively. One of them sounds threatening
ixcp01ei0j961_processed_3,ixcp01ei0j961,5,2,,3,2,0,The women are yelling at each other aggressively
ixcp01ei0j961_processed_4,ixcp01ei0j961,5,2,,3,2,0,The women are yelling at each other aggressively.
ixqvcjvte5q51_processed_0,ixqvcjvte5q51,5,2,"train passing, chatter",1,0,0,No aggression heard in the audio file.
ixqvcjvte5q51_processed_1,ixqvcjvte5q51,5,2,"gunshots, cars driving, train passing",1,1,0,One of the men sounds distressed.
ixqvcjvte5q51_processed_2,ixqvcjvte5q51,5,2,"cars driving, train passing",1,1,0,One of the men sounds distressed.
ixqvcjvte5q51_processed_3,ixqvcjvte5q51,5,2,"train passing, gunshots, car driving",1,1,0,One of the men sounds distressed.
ixqvcjvte5q51_processed_4,ixqvcjvte5q51,5,2,"train passing, car driving",1,1,0,One of the men sounds distressed.
iysd8c9wksp61_processed_1,iysd8c9wksp61,36,5,wind blowing,3,2,0,The man is yelling and a little aggressive
iysd8c9wksp61_processed_3,iysd8c9wksp61,36,5,"wind blowing, laughing",3,2,0,The man is yelling and a little aggressive
iysd8c9wksp61_processed_4,iysd8c9wksp61,36,5,wind blowing,3,2,0,"The men sound calm, but one of them threeatens to drag the other"
iysd8c9wksp61_processed_5,iysd8c9wksp61,36,5,,3,1,0,The man raises his voice
iysd8c9wksp61_processed_6,iysd8c9wksp61,36,5,,3,2,0,The man is yelling and a little aggressive
iysd8c9wksp61_processed_7,iysd8c9wksp61,36,5,,3,1,0,Ther are som raised voices
iysd8c9wksp61_processed_8,iysd8c9wksp61,36,5,,3,1,0,The man raises his voice and sounds a little aggressive
iysd8c9wksp61_processed_9,iysd8c9wksp61,36,5,,3,2,0,The man is yelling and aggressive
iysd8c9wksp61_processed_10,iysd8c9wksp61,36,5,,3,1,0,The men speak with raised voices and are a little aggressive
iysd8c9wksp61_processed_11,iysd8c9wksp61,36,5,chatter,3,2,0,"The man says ""back off"" aggressively"
iysd8c9wksp61_processed_12,iysd8c9wksp61,36,5,chatter,3,1,0,Some people are raising their voice
iysd8c9wksp61_processed_13,iysd8c9wksp61,36,5,chatter,3,0,0,No aggression heard in the audio file.
iysd8c9wksp61_processed_14,iysd8c9wksp61,36,5,chatter,3,1,0,The man raises his voice aggressively.
iysd8c9wksp61_processed_15,iysd8c9wksp61,36,5,,3,2,0,One of the men is yelling aggressively
iysd8c9wksp61_processed_16,iysd8c9wksp61,36,5,,3,2,0,One of the men is yelling aggressively
iysd8c9wksp61_processed_17,iysd8c9wksp61,36,5,,3,2,0,Some people in the clip sound aggressive or have hostility in their voice
iysd8c9wksp61_processed_18,iysd8c9wksp61,36,5,,3,2,0,There is aggressive yelling in the clip
iysd8c9wksp61_processed_19,iysd8c9wksp61,36,5,,3,1,0,The men speak with raised voices and are a little aggressive
iysd8c9wksp61_processed_20,iysd8c9wksp61,36,5,Chatter,3,1,0,The man speak with raised voice and is a little aggressive
iysd8c9wksp61_processed_21,iysd8c9wksp61,36,5,chatter,3,1,0,The man speak with raised voice and is a little aggressive
iysd8c9wksp61_processed_22,iysd8c9wksp61,36,5,chatter,3,1,0,The woman speaks with a raised voice
iysd8c9wksp61_processed_23,iysd8c9wksp61,36,5,,3,2,0,The man yells aggressively for a moment
iysd8c9wksp61_processed_24,iysd8c9wksp61,36,5,Background chatter,3,1,0,The man raises his voice a little aggressively
iysd8c9wksp61_processed_25,iysd8c9wksp61,36,5,Background chatter,3,0,0,No aggression heard in the audio file.
iysd8c9wksp61_processed_26,iysd8c9wksp61,36,5,,3,3,0,One of the men yells back off in a threatening manner
iysd8c9wksp61_processed_27,iysd8c9wksp61,36,5,Voice on radio,3,2,0,one man yells aggressively
iysd8c9wksp61_processed_28,iysd8c9wksp61,36,5,,3,1,0,one man raises voice
iysd8c9wksp61_processed_29,iysd8c9wksp61,36,5,,3,1,0,one man raises voice
iysd8c9wksp61_processed_30,iysd8c9wksp61,36,5,,3,1,0,one man raises voice. Hostility in voice
iysd8c9wksp61_processed_31,iysd8c9wksp61,36,5,,3,2,0,The men yell at each other aggressively
iysd8c9wksp61_processed_32,iysd8c9wksp61,36,5,chatter,3,2,0,The men are hostile towards each other
iysd8c9wksp61_processed_33,iysd8c9wksp61,36,5,,3,1,0,one man raises his voice
iysd8c9wksp61_processed_34,iysd8c9wksp61,36,5,,3,1,0,one man raises his voice
iysd8c9wksp61_processed_35,iysd8c9wksp61,36,5,chatter,3,0,0,No aggression heard in the audio file.
iz7uro5jp6h51_processed_0,iz7uro5jp6h51,3,0,"percussion instruments, blowhorn, chanting",0,0,1,No aggression heard in the audio file.
iz7uro5jp6h51_processed_1,iz7uro5jp6h51,3,0,"percussion instruments, blowhorn, chanting",0,0,1,No aggression heard in the audio file.
iz7uro5jp6h51_processed_2,iz7uro5jp6h51,3,0,"percussion instruments, blowhorn, chanting",0,0,1,No aggression heard in the audio file.
j31kyenq65w61_processed_0,j31kyenq65w61,6,4,"beeping, gunshots",3,1,0,One man raises his voice a little aggressively
j31kyenq65w61_processed_1,j31kyenq65w61,6,4,"gunshots, explosions",3,1,0,One man raises his voice aggressively
j31kyenq65w61_processed_2,j31kyenq65w61,6,4,"gunshots, explosions",3,3,0,One man yells very aggressively and threateningly
